Company_ID,FS year,Cash & Bank,Inventory,Accounts Receivable,Investment,Total Current Assets,Total Assets,Accounts Payable,Short- term loans and finance lease liabilities,Total current Liabilities,Long- term loans and finance lease liabilities,Total Non-Current Assets,Total Liabilities,Capital,Total Equity,Total Liabilities & Equity,Net Revenue,COSG,Gross Profit,Profit from operations,Net profit before tax,Net profit after tax,Tangible Net Worth,Interest expenses
1278,2024,"1,103","1,892","2,145", -   ,"6,775","17,923","2,653", -   ,"2,653", -   , -   ,"2,653","15,000","15,269","17,923","32,871",-31930.00,941,498,498,498,"15,269",
1279,2024,294,"14,637","9,709", -   ,"24,640","24,651","9,785", -   ,"19,591", -   , -   ,"19,591","5,000","5,061","24,651","6,313",-5863.00,450,70,-413,-413,"5,061",
1280,2024,"11,902", -   ,"13,865", -   ,"25,767","25,879","13,256","1,445","23,315", -   , -   ,"23,315","1,000","2,565","25,879","32,359",-29617.00,"2,742","1,429","1,429","1,143","2,565",
1281,2024,"3,063","10,303","2,652", -   ,"16,018","16,831","2,800",842,"6,896", -   , -   ,"6,896","9,865","9,935","16,831","10,905",-5716.00,"5,189",137,101,101,"9,935",
1282,2024,659,823,"1,128", -   ,"7,302","9,645","2,699", -   ,"55,984", -   , -   ,"55,984","22,309","-46,339","9,645","66,766",-57405.00,"9,361","1,555",-987,"-2,663","-46,339", -   
1283,2024,"2,496", -   ,"26,106","9,000","37,625","37,625","13,577","12,104","25,683", -   , -   ,"25,683","9,000","11,942","37,625","246,015",-245858.00,157,49,49,39,"11,942",
1284,2024,18,"3,944","55,943", -   ,"59,963","68,944","15,149", -   ,"74,694", -   , -   ,"74,694","17,735","-5,750","68,944","31,173",-44108.00,"-12,935","-13,961","-13,981","-13,981","-14,399",
1285,2024,"249,708","308,329","272,065", -   ,"863,910","1,773,416","96,425","709,947","947,817","64,483","126,983","1,074,800","800,000","698,615","1,773,416","2,783,052",-2583382.00,"199,670","-45,526","-15,194","-15,194","457,179",
1286,2024,"3,009","49,287","3,735", -   ,"61,482","62,334","10,044", -   ,"52,202", -   , -   ,"52,202","10,000","10,132","62,334","49,748",-49247.00,501,191,191,153,"10,132",
1287,2024,167,"4,916","9,482", -   ,"14,565","19,089","7,368", -   ,"9,601","7,620","7,620","17,221","6,000","1,868","19,089","15,775",-16034.00,-259,-965,-965,-965,"1,868",
1288,2024,"1,603","18,171","21,849", -   ,"41,623","41,623","8,239","18,100","30,485", -   , -   ,"30,485","10,000","11,139","41,623","8,535",-7125.00,"1,410",-116,-116,-116,"11,139",
1289,2024,"31,899","1,266",646, -   ,"33,811","33,811", -   , -   , -   , -   , -   , -   ,"30,000","33,811","33,811","44,453",-44778.00,-325,-325,-325,-325,"33,811",
1290,2024,"20,828","13,388","22,128", -   ,"56,660","58,856","10,872","6,197","36,507", -   , -   ,"36,507","10,000","22,349","58,856","134,583",-104220.00,"30,363","3,226","3,045","2,349","22,349",470
1291,2024,"1,017","30,858","6,725", -   ,"42,811","50,064", -   ,"44,760","45,863", -   ,305,"46,168","7,576","3,895","50,064","63,071",-35405.00,"27,666","-18,709","-18,776","-18,776","3,895",
1292,2024,"4,355","41,570","38,935", -   ,"85,173","100,140","9,271","22,128","77,089", -   , -   ,"77,089","23,000","23,051","100,140","106,560",-102168.00,"4,392",242,234,234,"23,051",
1293,2024,"1,847","107,342","85,980", -   ,"195,168","220,100","102,181","43,389","188,868", -   , -   ,"188,868","20,000","31,231","220,100","74,180",-59167.00,"15,012",12,70,70,"31,231",
1294,2024,"4,602","54,237","136,231", -   ,"196,917","290,522","42,330","47,158","99,121","33,540","33,540","132,661","120,000","157,860","290,522","300,568",-257904.00,"42,664","12,865","13,727","10,981","157,860",
1295,2024,992,"1,958","6,852", -   ,"9,802","21,843","1,879","14,866","17,958", -   , -   ,"17,958","3,000","3,885","21,843","67,221",-60234.00,"6,987",304,338,271,"3,885",
1296,2024,"26,557","10,234","7,556", -   ,"44,376","45,084","3,246","2,812","6,060", -   , -   ,"6,060","40,000","39,024","45,085","4,781",-4633.00,149,-59,-66,-69,"39,024",
1297,2024,"10,579","17,764","14,182",110,"42,635","44,388","18,318","14,056","33,041",817,817,"33,858","10,000","10,531","44,388","32,118",-28033.00,"4,085",-792,213,170,"10,530",
1298,2024,268,59,"14,228", -   ,"14,554","30,565","4,818","20,084","25,375", -   , -   ,"25,375","6,000","5,190","30,565","73,888",-67232.00,"6,656",169,437,350,"5,190",
1299,2024,"23,453","10,162","15,861", -   ,"49,476","67,001","14,649","27,379","58,201", -   , -   ,"58,201","8,000","8,800","67,001","115,168",-92441.00,"22,727",898,655,461,"8,800",
1300,2024,"6,269","4,295","4,399", -   ,"14,964","15,832","1,063", -   ,"1,513", -   , -   ,"1,513","4,500","14,319","15,832","29,795",-21860.00,"7,935","3,056","3,056","2,445","14,319",
1301,2024,"6,911","7,367","26,031", -   ,"40,813","55,803","2,841", -   ,"27,587", -   , -   ,"27,587","9,500","28,216","55,803","177,531",-134121.00,"43,410","7,729","8,158","6,284","19,351",
1302,2024,"21,904","81,672","21,180", -   ,"124,760","185,672","23,001","96,534","124,721","7,235","10,235","134,956","50,000","50,716","185,672","282,287",-260234.00,"22,053",502,272,198,"50,716",
1303,2024,"19,565","11,076","47,934","69,502","152,074","244,577","30,214","103,233","165,098", -   , -   ,"165,098","60,000","79,478","244,577","462,798",-386233.00,"76,566","19,219","18,097","14,260","67,166",
1304,2024,"2,504", -   ,"2,835", -   ,"5,339","14,941",850,"2,744","3,594", -   , -   ,"3,594","14,000","11,347","14,941", -   , -   , -   ,-383,-616,-616,"11,347",
1305,2024,623,6,"5,897", -   ,"7,482","7,871","1,479","7,261","14,370", -   , -   ,"14,370","2,000","-6,499","7,871","41,669",-37505.00,"4,164",-26,-146,-146,"-6,499",
1306,2024,"11,835", -   ,"20,152", -   ,"33,927","63,740","9,686","6,829","38,680", -   , -   ,"38,680","20,000","25,060","63,740","75,941",-57675.00,"18,266","2,056","1,946","1,538","25,060",
1307,2024,154,"234,048","18,236", -   ,"266,557","291,638","57,542","9,550","231,060", -   , -   ,"231,060","60,000","60,577","291,638","103,971",-97809.00,"6,162",291,237,148,"60,578",
1308,2024,155,716,"17,086", -   ,"20,549","46,165","2,584","25,901","28,878", -   , -   ,"28,878","35,000","17,287","46,165","71,844",-71580.00,265,"-3,167","-3,167","-3,167","17,287",
1309,2024,"1,508",603,"62,282","1,000","65,392","212,650","6,901","91,042","99,369", -   , -   ,"99,369","70,000","113,281","212,650","153,679",-144624.00,"9,056",-63,303,303,"113,281",
1310,2024,"26,963","184,301","107,989", -   ,"319,656","506,828","74,098","166,881","277,593", -   ,"102,244","379,837","70,000","126,991","506,828","904,746",-803801.00,"100,945","30,770","24,028","19,021","126,784",
1311,2024,"2,820","3,078","4,950", -   ,"10,848","48,897","4,661", -   ,"20,863", -   , -   ,"20,863","30,000","28,034","48,897","58,103",-49444.00,"8,659",461,587,587,"28,031",
1312,2024,"11,409","13,202","38,727", -   ,"69,458","75,736","20,236", -   ,"51,890", -   , -   ,"51,890","18,000","23,847","75,736","157,896",-153572.00,"4,325",438,636,509,"23,847",
1313,2024,188,"14,779","34,749","3,000","53,935","134,436","20,446","44,156","112,826","13,886","13,886","126,712","20,000","7,724","134,436",913,-275.00,638,94,-251,-251,"-10,293",
1314,2024,"11,502","3,498",424, -   ,"16,708","24,992","1,318", -   ,"5,100", -   , -   ,"5,100","8,500","19,893","24,993","36,785",-32253.00,"4,533",-878,-870,-870,"19,893", -   
1315,2024,"1,130", -   ,999, -   ,"2,230","2,230", -   ,"15,323","15,323", -   , -   ,"15,323","2,000","-13,093","2,230", -   , -   , -   ,-630,-766,-766,"-13,093",
1316,2024,631,"25,631","10,219", -   ,"36,807","61,500","3,953","1,241","55,710", -   , -   ,"55,710","9,000","5,791","61,500","26,356",-25707.00,649,78,20,4,"5,791",
1317,2024,"24,135","7,234","6,114", -   ,"37,483","38,953","23,378","7,718","35,571", -   , -   ,"35,571","5,000","3,382","38,953","40,325",-39794.00,531,-453,-453,-453,"3,382",
1318,2024,585, -   ,"9,365", -   ,"17,135","34,437","4,585","12,612","17,197",303,303,"17,499","20,000","16,937","34,437","272,860",-256865.00,"15,995",23,23,18,"16,938",
1319,2024,"14,012", -   ,"44,786", -   ,"60,384","60,500","17,747", -   ,"50,651", -   , -   ,"50,651","15,000","9,849","60,500","160,225",-154452.00,"5,773",536,534,534,"9,849",
1320,2024,"1,039","4,113","13,637","30,273","49,062","60,850","1,056","38,650","41,717", -   , -   ,"41,717","3,500","19,134","60,850","31,777",-26698.00,"5,079","1,645","1,777","1,422","19,134",
1321,2024,"23,021","7,557","16,930", -   ,"47,508","52,933","13,824","6,387","38,320", -   , -   ,"38,320","13,500","14,612","52,933","21,911",-20603.00,"1,308",76,76,76,"14,612",
1322,2024,"4,148","1,084","15,257", -   ,"20,488","23,890","1,130","12,490","14,553", -   , -   ,"14,553","5,000","9,338","23,890","10,607",-8582.00,"2,025",233,-138,-138,"9,338",
1323,2024,"2,831","16,540","65,919", -   ,"86,577","91,917","3,192","6,081","56,456", -   , -   ,"56,456","30,000","35,461","91,917","281,935",-209388.00,"72,547","5,875","5,981","4,784","35,461",
1324,2024,"13,815",879,"2,369", -   ,"17,063","20,907","2,501","10,465","14,090", -   , -   ,"14,090","8,000","6,817","20,908","29,917",-28144.00,"1,774",-962,"-1,058","-1,083","6,817",
1325,2024,"4,122", -   ,"8,780", -   ,"12,902","19,500",28, -   ,"1,569", -   , -   ,"1,569","6,000","17,931","19,500","9,447",-4312.00,"5,134",600,597,478,"17,931",
1326,2024,"37,348","1,448","6,978", -   ,"46,458","53,550","1,482","15,120","21,385", -   , -   ,"21,385","30,000","32,165","53,550","25,924",-22760.00,"3,165","-1,409","-1,411","-1,474","32,165",
1327,2024,"2,919","4,936","42,300", -   ,"50,155","62,736","8,470","54,165","70,748", -   , -   ,"70,748","4,730","-8,012","62,736","103,004",-100055.00,"2,950","-2,369","-2,760","-3,466","-8,012",
1328,2024,"14,224","3,618","5,706", -   ,"23,548","54,665","2,796","24,628","31,420", -   , -   ,"31,420","20,000","23,246","54,666","64,202",-54391.00,"9,810",410,409,327,"23,245",
1329,2024,"6,436", -   ,120, -   ,"8,631","9,876",134,"5,424","5,612", -   , -   ,"5,612","4,900","4,265","9,876","24,393",-21250.00,"3,143",-230,-230,-271,"4,265",
1330,2024,"11,434","21,341","7,403","1,000","41,178","43,735","2,335","21,353","23,693", -   , -   ,"23,693","20,000","20,042","43,735","47,957",-47319.00,637,29,29,24,"20,042",
1331,2024,"8,576","23,577","14,492", -   ,"46,645","59,625","6,778","19,000","26,556", -   , -   ,"26,556","30,025","33,069","59,625","106,432",-99917.00,"6,515","4,136",926,739,"33,069",
1332,2024,1, -   , -   , -   ,1,"3,788", -   ,"11,392","11,393", -   , -   ,"11,393","1,500","-7,605","3,788",636,-2295.00,"-1,659","-1,827","-1,827","-1,829","-7,605",
1333,2024,639,"2,127","5,927", -   ,"8,692","11,101",549,"1,914","2,538", -   , -   ,"2,538","9,000","8,563","11,101","30,800",-29780.00,"1,019",83,48,48,"8,563",
1334,2024,33,925,"2,034", -   ,"4,502","6,885",451, -   ,"16,325", -   , -   ,"16,325","5,000","-9,440","6,885","42,145",-41149.00,996,-842,-842,-842,"-9,440", -   
1335,2024,"18,947",661,"1,087", -   ,"21,993","35,391",244,"9,714","15,259", -   , -   ,"15,259","20,000","20,132","35,391","40,723",-36203.00,"4,520",217,177,130,"20,132",
1336,2024,"1,103","10,190",46, -   ,"11,340","23,400","3,452","18,049","24,324", -   , -   ,"24,324","6,000",-924,"23,400","37,730",-35900.00,"1,830","-1,126",-491,-491,-924,
1337,2024,"2,871","1,708","6,094", -   ,"10,673","12,315","2,946", -   ,"2,952", -   , -   ,"2,952","9,800","9,363","12,315","16,857",-16456.00,401,26,25,20,"9,363",
1338,2024,"7,873","6,120","37,998", -   ,"51,992","53,409","27,068", -   ,"43,930", -   , -   ,"43,930","8,800","9,479","53,409","176,509",-175709.00,800,404,403,323,"9,479",
1339,2024,213, -   ,"8,970", -   ,"9,183","21,314","4,559","3,081","16,673", -   , -   ,"16,673","9,900","4,640","21,314","30,086",-28899.00,"1,187",302,302,302,"4,640",
1340,2024,904,898,"6,259", -   ,"8,061","11,490",212, -   ,"3,207", -   , -   ,"3,207","7,000","8,284","11,490","45,659",-44512.00,"1,147",98,237,190,"8,283",
1341,2024,"1,157",213,"5,015", -   ,"6,406","14,050",465, -   ,471,"11,959","11,959","12,430","1,100","1,620","14,050","43,980",-42059.00,"1,921",28,28,23,"1,620",
1342,2024,"2,748","4,522",469, -   ,"7,739","8,733","1,157","3,477","7,744", -   , -   ,"7,744","14,500",989,"8,733","22,592",-19892.00,"2,701","1,241","1,241","1,241",989,
1343,2024,"5,034","1,139",471, -   ,"6,644","10,240",448,"1,945","8,135", -   , -   ,"8,135","2,000","2,105","10,240","25,944",-23759.00,"2,185",615,613,547,"2,105",
1344,2024,"2,477","2,435","4,377", -   ,"9,289","10,859",947,"22,962","30,519", -   , -   ,"30,519","2,500","-19,660","10,859","34,718",-30796.00,"3,921","-2,298","-2,313","-2,313","-19,660",
1345,2024,316,"19,614","43,554", -   ,"66,011","93,701","43,521","26,712","76,019", -   , -   ,"76,019","15,000","17,682","93,701","121,244",-99387.00,"21,857","14,082","13,623","10,833","17,682",
1346,2024,"1,880","4,837","1,941", -   ,"9,443","10,594","3,932", -   ,"43,486", -   , -   ,"43,486","28,178","-32,892","10,594","35,387",-36202.00,-815,"-7,484","-7,435","-7,435","-32,892", -   
1347,2024,"1,981","2,661","4,820", -   ,"11,051","14,066","5,238", -   ,"10,042", -   , -   ,"10,042","1,000","4,024","14,066","87,889",-70091.00,"17,797","6,511","6,354","5,787","4,024", -   
1348,2024,"16,869","1,036","2,317", -   ,"31,022","31,781","4,683","1,852","11,588", -   , -   ,"11,588","6,800","20,193","31,781","45,022",-20648.00,"24,375","17,812","17,753","14,510","20,193",
1349,2024,862,"59,358","54,652", -   ,"141,203","154,287","20,155","11,535","156,753", -   , -   ,"156,753","5,000","-2,466","154,287","62,601",-23851.00,"38,750",153,142,110,"-2,466",
1350,2024,"10,031","5,935",116, -   ,"16,327","16,327",236, -   ,351, -   , -   ,351,"20,000","15,976","16,327",126,-121.00,4,-405,-413,-413,"15,976",
1351,2024,107,"7,406","1,441", -   ,"9,937","10,709","5,833", -   ,"44,472", -   , -   ,"44,472","5,000","-33,764","10,709","8,083",-5300.00,"2,783","-8,818","-8,413","-8,413","-33,764",
1352,2024,"2,123","19,800","18,199", -   ,"40,460","41,602","7,461","17,696","25,651",682,682,"26,333","7,890","15,269","41,602","35,524",-28789.00,"6,735",346,334,267,"15,269","1,035"
1353,2024,"11,586","20,294","240,026","25,349","337,327","346,537","28,928","222,382","334,623", -   , -   ,"334,623","20,000","11,913","346,536","100,024",-65042.00,"34,982","-10,555","-9,565","-9,612","11,913",
1354,2024,"3,024","2,601","17,587", -   ,"23,239","23,239","5,276","6,992","13,636", -   , -   ,"13,636","9,900","9,603","23,239","32,022",-31533.00,489,-401,-413,-413,"9,603",
1355,2024,"3,785","1,164",5, -   ,"8,979","9,224","1,164", -   ,"8,299", -   , -   ,"8,299","3,000",925,"9,224","51,759",-42948.00,"8,811",280,290,290,925,
1356,2024,"1,415", -   ,"17,600", -   ,"19,015","22,170","8,838", -   ,"12,838", -   , -   ,"12,838","9,500","9,332","22,170","24,227",-22616.00,"1,611",50,50,40,"9,332",
1357,2024,17,"5,214",924, -   ,"6,155","8,579", -   ,"3,305","3,395", -   , -   ,"3,395","5,000","5,184","8,579","2,837",-2282.00,555,9,8,7,"5,184",
1358,2024,662,"5,013","7,338", -   ,"13,402","17,156","1,507", -   ,"9,346", -   , -   ,"9,346","8,000","7,810","17,156","34,518",-33384.00,"1,134",-90,-91,-91,"7,810",
1359,2024,"3,557",323,"10,949", -   ,"14,829","26,046","9,258","2,209","24,446", -   , -   ,"24,446","3,500","1,599","26,046","74,936",-72532.00,"2,403","1,729","1,697","1,547","1,599",
1360,2024,"9,120","15,252","17,244", -   ,"41,616","47,751","24,518", -   ,"39,596", -   , -   ,"39,596","15,000","8,154","47,751","40,055",-35691.00,"4,365",-375,-375,-442,"8,154",
1361,2024,325,"61,811","15,437", -   ,"77,572","87,201","14,144","61,523","75,683", -   , -   ,"75,683","11,000","11,518","87,201","103,166",-102446.00,720,78,78,62,"11,518",
1362,2024,"3,738","62,693","17,615", -   ,"84,045","87,092","16,015", -   ,"18,237", -   , -   ,"18,237","69,000","68,855","87,092","56,303",-52873.00,"3,430",618,624,624,"68,855",
1363,2024,"13,187",330,474, -   ,"13,991","18,421","2,961", -   ,"3,754", -   , -   ,"3,754","15,000","14,667","18,422","13,550",-10940.00,"2,609","1,349","1,352","1,120","14,667",
1364,2024,683,"1,942","1,910", -   ,"5,262","6,552",596,"3,173","8,307", -   , -   ,"8,307","3,000","-1,754","6,552","11,290",-9698.00,"1,592","-2,100","-2,100","-2,100","-1,754",
1365,2024,701,"8,174","36,372", -   ,"45,698","93,450","9,235","12,964","35,179","29,632","29,632","64,811","30,000","28,640","93,450","138,919",-129523.00,"9,396","2,479","2,188","2,141","28,640",
1366,2024,"1,193",112,"16,037", -   ,"27,569","28,423","1,098", -   ,"23,617", -   , -   ,"23,617","2,000","4,806","28,423","93,300",-88424.00,"4,876",363,294,294,"4,806",
1367,2024,"8,616","28,078","14,977", -   ,"52,681","75,094","4,312","52,902","61,359", -   , -   ,"61,359","20,000","13,735","75,094","60,235",-51149.00,"9,086","-4,010","1,647","1,647","9,091",
1368,2024,"14,544",78,"1,218", -   ,"15,841","19,709",187,"7,995","9,695", -   , -   ,"9,695","10,000","10,014","19,709","45,211",-43496.00,"1,715",120,119,95,"10,014",
1369,2024,"6,827","4,927","1,919", -   ,"13,673","35,391",330,"3,850","5,074", -   , -   ,"5,074","30,000","30,317","35,391","41,998",-37714.00,"4,284",440,396,317,"30,317",
1370,2024,"10,190",132,"2,523",1,"12,860","18,181","1,417","15,200","17,433",682,682,"18,116","9,900",66,"18,181","27,934",-26681.00,"1,252","-1,836","-2,167","-2,167",66,
1371,2024,110,"2,894","18,457", -   ,"23,270","250,203","6,281","95,162","120,357","98,389","99,410","219,768","227,020","30,436","250,203","73,245",-90336.00,"-17,091","-44,044","-43,950","-43,950","29,958","14,892"
1372,2024,"1,703","10,641","6,591", -   ,"18,935","20,193","4,960","8,000","13,236", -   , -   ,"13,236","9,000","6,957","20,193","19,588",-18249.00,"1,339",-577,-578,-578,"6,957",
1373,2024,"11,461",183,"1,208", -   ,"12,853","28,992",288,"2,523","8,262", -   , -   ,"8,262","30,000","20,730","28,992","75,332",-71588.00,"3,744",-15,-15,-15,"20,730",
1374,2024,804,332,"3,026", -   ,"4,162","8,332","2,412",560,"6,015", -   , -   ,"6,015","5,000","2,317","8,332","35,279",-34757.00,523,100,100,80,"2,317",
1375,2024,"22,422","1,508","4,052", -   ,"29,288","33,593","1,673","19,929","26,374", -   , -   ,"26,374","9,265","7,219","33,593","81,078",-75569.00,"5,508",519,437,332,"7,219",
1376,2024,"9,010","19,361","54,445","6,305","89,906","146,309","13,168","51,581","79,059","10,298","10,298","89,358","46,195","56,952","146,309","283,163",-236388.00,"46,775","24,843","25,783","20,577","56,951","4,486"
1377,2024,"9,250","2,422","6,735", -   ,"20,718","24,678","1,812","6,000","13,382", -   , -   ,"13,382","8,000","11,296","24,678","103,943",-89872.00,"14,071","3,872","4,804","3,812","11,296", -   
1378,2024,"3,913","2,893","4,592", -   ,"11,398","11,399","4,703", -   ,"4,746", -   , -   ,"4,746","6,500","6,653","11,399","7,739",-6459.00,"1,280",42,42,30,"6,653",
1379,2024,"7,079","158,574","20,251","12,000","207,462","210,152","76,420","22,850","133,872", -   , -   ,"133,872","12,000","76,281","210,152","244,563",-110716.00,"133,848",841,144,-104,"76,281",
1380,2024,100,931,"13,156", -   ,"14,612","23,768",570, -   ,"8,308","16,667","16,667","24,975","1,000","-1,207","23,768","74,591",-70158.00,"4,432",-122,-126,-138,"-1,207",
1381,2024,956,"9,803","11,651",10,"22,420","23,704",876,"8,932","18,974", -   , -   ,"18,974","3,000","4,730","23,704","50,338",-35458.00,"14,881","1,043",838,606,"4,730",
1382,2024,"5,080","19,713","13,562", -   ,"38,355","39,845","38,827", -   ,"38,827", -   , -   ,"38,827","1,000","1,018","39,845","61,492",-60826.00,667,47,47,47,"1,018",
1383,2024,"1,657","2,112","9,091", -   ,"14,073","14,592","1,089",700,"3,489", -   , -   ,"3,489","3,500","11,103","14,592","18,787",-13000.00,"5,787","-3,379","-3,630","-3,630","11,103",43
1384,2024,860,"24,295","26,998", -   ,"52,153","53,209","7,035","20,251","46,853", -   , -   ,"46,853","10,000","6,356","53,209","61,089",-51590.00,"9,499","6,540","6,420","6,420","6,356",
1385,2024,"1,998","1,152","17,173", -   ,"20,323","21,284","6,480",475,"18,444", -   , -   ,"18,444","3,000","2,840","21,284","54,413",-53706.00,707,183,183,146,"2,840",
1386,2024,"6,771","3,692","31,972", -   ,"42,435","45,992",201,"36,895","37,823", -   , -   ,"37,823","8,000","8,169","45,992","57,053",-56825.00,228,47,45,35,"8,169",
1387,2024,"2,512","6,479","1,459", -   ,"12,550","13,234","2,069", -   ,"10,102", -   , -   ,"10,102","22,000","3,132","13,234","43,400",-38669.00,"4,731",-291,-312,-312,"3,132",
1388,2024,"5,373","2,662",901, -   ,"8,936","14,086",68, -   ,308, -   , -   ,308,"12,000","13,778","14,086","12,834",-10534.00,"2,300",434,428,428,"13,778",
1389,2024,"23,865", -   ,"2,838", -   ,"27,759","31,510","3,950", -   ,"33,140",681,681,"33,821","3,100","-2,311","31,510","55,570",-53612.00,"1,958","-3,123","-3,451","-3,451","-2,311",
1390,2024,"305,660","125,013","288,749","51,004","784,822","1,266,213","213,898","304,097","684,645","51,653","51,653","736,298","296,771","529,915","1,266,213","1,828,780",-1436664.00,"392,116","236,827","242,183","188,768","529,915","12,963"
1391,2024,"2,214",581,"87,540", -   ,"95,128","96,980", -   ,"6,400","92,184", -   , -   ,"92,184","9,000","4,797","96,980","85,358",-81710.00,"3,648",453,"-5,011","-5,231","4,797",432
1392,2024,511,"5,255","5,795", -   ,"11,561","12,255",635,"8,646","10,202", -   , -   ,"10,202","2,000","2,053","12,255","6,751",-6199.00,552,17,17,14,"2,053",
1393,2024,"7,043",124,"25,579", -   ,"32,746","32,763","14,418", -   ,"14,454", -   , -   ,"14,454","16,000","18,309","32,763", -   , -   , -   ,-3,-28,-28,"18,309",
1394,2024,"158,772","183,022","26,411", -   ,"400,481","470,024","46,930", -   ,"121,310", -   ,"1,996","123,307","250,000","346,718","470,024","874,553",-346910.00,"527,644","81,975","81,690","65,352","344,681", -   
1395,2024,"8,583", -   ,59, -   ,"8,641","10,844",40, -   ,"1,842", -   , -   ,"1,842","3,000","9,001","10,844","53,202",-48151.00,"5,051","3,072","3,049","2,439","9,001",
1396,2024,"11,847",252,"2,706", -   ,"17,605","18,122","1,032",158,"22,056", -   , -   ,"22,056","2,000","-3,934","18,122","30,303",-28378.00,"1,925","-2,113","-2,089","-2,089","-3,934",
1397,2024,"1,875","6,095","6,416", -   ,"15,920","16,586","1,817","1,757","12,544", -   , -   ,"12,544","4,000","4,042","16,586","35,566",-32350.00,"3,216",42,42,42,"4,042",
1398,2024,"1,373","4,401","26,992", -   ,"32,765","46,182","2,392","8,095","54,012", -   , -   ,"54,012","25,500","-7,830","46,182","40,006",-31174.00,"8,832","4,628","4,431","4,431","-7,830",
1399,2024,200,"27,345","15,916", -   ,"45,117","61,963","18,287", -   ,"21,965", -   , -   ,"21,965","50,006","39,998","61,963","14,128",-10109.00,"4,018","-4,313","-4,551","-4,551","39,942",
1400,2024,"5,268","2,081","2,642", -   ,"15,843","16,549","2,017", -   ,"15,253", -   , -   ,"15,253","1,600","1,296","16,549","30,188",-24282.00,"5,906",207,183,161,"1,296", -   
1401,2024,"48,877","504,212","325,500", -   ,"906,920","1,298,405","411,026","383,265","885,954", -   , -   ,"885,954","231,587","412,451","1,298,405","3,114,422",-2686243.00,"428,180","238,944","237,114","216,473","412,348","2,846"
1402,2024,"5,937",840,"11,172","2,570","23,118","23,727","11,840", -   ,"20,702", -   , -   ,"20,702","4,792","3,024","23,726","51,661",-45124.00,"6,537",112,38,-140,"3,024",
1403,2024,"6,413",17,"1,779","2,550","10,776","13,734",798,"5,620","8,845",650,650,"9,495","5,052","4,239","13,734","16,925",-14371.00,"2,554",677,531,527,"2,889",
1404,2024,26,"37,474","154,530","13,375","212,125","258,190","65,462","35,726","273,590","2,831","2,831","276,421","45,000","-18,231","258,190","111,448",-109285.00,"2,162","-6,231","-1,163","-1,163","-18,231",
1405,2024,955,222,"18,547", -   ,"19,769","19,769","9,937","6,300","18,510", -   , -   ,"18,510","3,000","1,259","19,769","30,992",-28944.00,"2,048",282,282,226,"1,259",
1406,2024,"76,444","6,904","31,260", -   ,"114,609","149,289","82,805", -   ,"85,662", -   , -   ,"85,662","100,000","63,628","149,289","205,799",-203614.00,"2,185",539,509,509,"63,628",
1407,2024,"7,570",621,"2,062", -   ,"10,751","11,691","1,331", -   ,"5,570", -   , -   ,"5,570","9,000","6,121","11,691","33,010",-29939.00,"3,071",118,50,22,"6,121",
1408,2024,"14,263","8,300","42,744", -   ,"65,478","66,453","12,634","30,648","46,314", -   , -   ,"46,314","20,000","20,139","66,453","71,970",-70144.00,"1,826",171,171,137,"20,139",
1409,2024,"18,658","87,907","25,419", -   ,"135,100","170,014","56,033","10,861","69,289", -   , -   ,"69,289","100,000","100,725","170,014","269,391",-251200.00,"18,192",715,624,481,"100,725",
1410,2024,"6,818","1,101","30,291", -   ,"38,572","42,102","4,658","22,063","34,540", -   , -   ,"34,540","8,000","7,562","42,102","39,639",-32740.00,"6,899",118,106,48,"7,562",
1411,2024,"3,079","5,699","8,236", -   ,"17,013","17,732","2,597","11,416","15,871", -   , -   ,"15,871","5,410","1,861","17,732","40,051",-35556.00,"4,495",-494,-515,-549,"1,861",
1412,2024,"2,252","1,723","7,178", -   ,"13,109","14,147","2,683", -   ,"8,316", -   , -   ,"8,316","6,225","5,832","14,147","60,094",-49221.00,"10,873",110,99,77,"5,832",
1413,2024,"1,046","9,234","2,743", -   ,"13,423","27,420",534, -   ,"4,959", -   , -   ,"4,959","58,079","22,462","27,420","69,290",-63857.00,"5,432","-1,355","-3,417","-3,417","22,410", -   
1414,2024,"4,854",821,"27,462", -   ,"34,173","38,300","7,963", -   ,"59,969","1,371","6,518","66,487","9,050","-28,187","38,300","168,426",-148601.00,"19,825","6,367","6,116","6,116","-28,187",129
1415,2024,406,"1,947","72,890", -   ,"77,299","99,440","6,199","45,766","72,507", -   , -   ,"72,507","30,000","26,933","99,440","56,619",-48476.00,"8,143",710,477,345,"22,497",
1416,2024,"2,982","71,916","10,840", -   ,"88,915","135,787","25,555","53,610","130,140", -   , -   ,"130,140","90,810","5,647","135,787","130,902",-114736.00,"16,166","-12,938","-12,967","-12,967","5,647","3,426"
1417,2024,"3,595","37,026","56,688", -   ,"97,688","183,853","39,925", -   ,"46,888","27,964","27,964","74,852","114,736","109,001","183,853","200,829",-185836.00,"14,994","4,750","4,751","4,751","108,931","1,569"
1418,2024,"4,549","3,261",553, -   ,"8,363","21,626",109, -   ,"19,708", -   , -   ,"19,708","8,127","1,918","21,625","48,808",-44238.00,"4,570",397,266,-64,"1,918", -   
1419,2024,"21,544","8,280","65,582","3,250","100,212","386,125","17,862","47,516","77,537", -   , -   ,"77,537","139,815","308,588","386,125","346,942",-227160.00,"119,782","78,365","61,723","56,412","308,588","5,377"
